Date,Open,High,Low,Close          Close price adjusted for splits.,Adj Close,Volume
"Mar 2, 2015",116.5,116.64,115.62,115.68,115.68,"7,993,300"
"Feb 27, 2015",116.74,117.07,116.16,116.16,116.16,"8,255,600"
"Feb 26, 2015",116.54,116.55,115.83,116.07,116.07,"4,025,400"
"Feb 25, 2015",115.83,115.89,115.33,115.7,115.7,"5,032,500"
"Feb 24, 2015",115,115.55,114.29,115.26,115.26,"7,612,900"
"Feb 23, 2015",115.11,116.22,115.07,115.43,115.43,"4,812,400"
"Feb 20, 2015",116.1,116.46,115.05,115.28,115.28,"6,681,700"
"Feb 19, 2015",116.4,116.54,115.74,115.94,115.94,"6,528,700"
"Feb 18, 2015",115.99,116.53,114.99,116.34,116.34,"8,336,000"
"Feb 17, 2015",116.4,116.54,115.58,116.01,116.01,"7,225,200"
"Feb 13, 2015",118.05,118.58,117.79,117.98,117.98,"4,108,900"
"Feb 12, 2015",117.68,117.82,117.09,117.34,117.34,"4,344,400"
"Feb 11, 2015",118.49,118.57,117,117.07,117.07,"6,784,400"
"Feb 10, 2015",118.63,119.06,118.21,118.47,118.47,"4,086,300"
"Feb 9, 2015",118.83,119.4,118.77,119.17,119.17,"5,237,200"
"Feb 6, 2015",119.15,119.52,117.95,118.64,118.64,"13,206,900"
"Feb 5, 2015",120.98,121.83,120.61,121.79,121.79,"6,879,900"
"Feb 4, 2015",121.63,122.22,120.92,121.58,121.58,"5,386,700"
"Feb 3, 2015",121.74,121.76,120.56,121.05,121.05,"8,255,900"
"Feb 2, 2015",121.84,123.16,121.82,122.42,122.42,"8,885,200"
"Jan 30, 2015",121.3,123.55,120.92,123.45,123.45,"14,555,900"
"Jan 29, 2015",121.99,122.29,120.26,120.76,120.76,"11,998,000"
"Jan 28, 2015",123.52,123.89,122.94,123.42,123.42,"8,470,600"
"Jan 27, 2015",123.56,124.64,123.51,124.4,124.4,"9,584,800"
"Jan 26, 2015",123.33,123.34,122.52,122.99,122.99,"6,768,600"
"Jan 23, 2015",124.43,124.5,123.35,124.23,124.23,"6,270,900"
"Jan 22, 2015",125.07,125.58,124.15,125.23,125.23,"10,518,400"
"Jan 21, 2015",125.18,125.34,123.37,124.23,124.23,"11,082,700"
"Jan 20, 2015",123.63,124.6,123.49,124.2,124.2,"14,968,600"
"Jan 16, 2015",121.73,123.15,121.71,122.52,122.52,"14,428,200"
"Jan 15, 2015",120.41,121.7,120.34,120.94,120.94,"17,692,500"
"Jan 14, 2015",119.08,119.32,117.9,117.97,117.97,"7,727,400"
"Jan 13, 2015",118.96,119.19,117.87,118.16,118.16,"7,693,200"
"Jan 12, 2015",117.46,118.71,117.32,118.56,118.56,"8,318,200"
"Jan 9, 2015",116.51,117.34,116.5,117.26,117.26,"7,962,900"
"Jan 8, 2015",116.45,116.87,115.85,115.94,115.94,"7,033,700"
"Jan 7, 2015",116.47,116.88,116.17,116.43,116.43,"6,434,200"
"Jan 6, 2015",116.22,117.5,115.8,117.12,117.12,"11,238,300"
"Jan 5, 2015",114.78,116,114.73,115.8,115.8,"8,177,400"
"Jan 2, 2015",112.49,114.8,112.32,114.08,114.08,"7,109,600"
"Dec 31, 2014",114.89,115,113.28,113.58,113.58,"7,624,200"
"Dec 30, 2014",114.99,116.26,114.9,115.2,115.2,"7,987,300"
"Dec 29, 2014",114.61,114.64,113.23,113.67,113.67,"12,963,700"
"Dec 26, 2014",114.82,114.98,114.53,114.83,114.83,"3,765,600"
"Dec 24, 2014",112.83,112.92,112.66,112.77,112.77,"1,501,600"
"Dec 23, 2014",112.88,113.32,112.61,112.74,112.74,"7,763,300"
"Dec 22, 2014",114.81,114.97,112.41,112.55,112.55,"7,483,200"
"Dec 19, 2014",115.06,115.22,114.77,114.77,114.77,"4,652,300"
"Dec 18, 2014",115.59,115.81,114.58,115.15,115.15,"5,258,100"
"Dec 17, 2014",115.1,115.48,113.58,114.27,114.27,"9,097,300"
"Dec 16, 2014",116.28,116.5,114.07,114.95,114.95,"9,174,000"
"Dec 15, 2014",116.22,116.97,114.36,114.39,114.39,"8,796,000"
"Dec 12, 2014",117.39,117.8,116.68,117.41,117.41,"4,736,500"
"Dec 11, 2014",116.98,118.38,116.82,117.69,117.69,"5,214,500"
"Dec 10, 2014",118.15,118.47,117.81,117.96,117.96,"4,277,400"
"Dec 9, 2014",117.04,118.99,116.98,118.19,118.19,"10,467,200"
"Dec 8, 2014",114.97,116.16,114.46,115.78,115.78,"5,224,500"
"Dec 5, 2014",115.16,115.18,114.24,114.43,114.43,"6,331,000"
"Dec 4, 2014",116.01,116.34,115.61,115.88,115.88,"3,623,600"
"Dec 3, 2014",115.68,116.76,115.56,116.33,116.33,"5,758,800"
"Dec 2, 2014",115.13,115.71,114.72,115.14,115.14,"6,378,100"
"Dec 1, 2014",113.8,117.36,113.74,116.58,116.58,"15,644,000"
"Nov 28, 2014",113.53,113.83,111.95,112.11,112.11,"9,616,300"
"Nov 26, 2014",115.25,115.34,114.98,115.16,115.16,"3,184,000"
"Nov 25, 2014",115.1,115.47,114.9,115.38,115.38,"9,051,800"
"Nov 24, 2014",115.15,115.37,114.79,115.11,115.11,"4,695,000"
"Nov 21, 2014",115.58,115.96,114.47,115.39,115.39,"6,564,300"
"Nov 20, 2014",114.57,115.02,114.09,114.86,114.86,"5,607,800"
"Nov 19, 2014",114.93,115.35,112.88,113.68,113.68,"11,997,700"
"Nov 18, 2014",114.86,115.17,114.55,115.05,115.05,"5,586,700"
"Nov 17, 2014",113.97,114.27,113.56,114.05,114.05,"5,441,000"
"Nov 14, 2014",110.76,114.72,110.65,114.47,114.47,"14,173,600"
"Nov 13, 2014",111.89,112.26,111.22,111.67,111.67,"4,874,600"
"Nov 12, 2014",112.05,112.17,111.23,111.5,111.5,"5,133,300"
"Nov 11, 2014",111.08,112.76,110.87,112.04,112.04,"8,603,200"
"Nov 10, 2014",112.24,112.24,110.28,110.46,110.46,"8,548,500"
"Nov 7, 2014",110.78,113.15,110.73,112.97,112.97,"10,916,500"
"Nov 6, 2014",109.92,110.49,109.75,109.88,109.88,"7,019,900"
"Nov 5, 2014",109.92,110.84,109.67,109.79,109.79,"13,560,100"
"Nov 4, 2014",112.12,112.71,112.08,112.22,112.22,"6,430,100"
"Nov 3, 2014",112.39,112.68,112,112.15,112.15,"6,589,800"
"Oct 31, 2014",111.83,112.88,111.66,112.66,112.66,"18,208,200"
"Oct 30, 2014",115.8,115.83,114.94,115.19,115.19,"7,852,200"
"Oct 29, 2014",117.65,117.91,116.14,116.41,116.41,"7,900,800"
"Oct 28, 2014",118.48,118.48,118.01,118.1,118.1,"3,260,100"
"Oct 27, 2014",118.18,118.37,118.01,118.06,118.06,"2,443,600"
"Oct 24, 2014",118.62,118.63,118.12,118.35,118.35,"3,610,600"
"Oct 23, 2014",118.71,118.82,117.88,118.52,118.52,"6,417,500"
"Oct 22, 2014",119.69,119.79,119.25,119.34,119.34,"3,740,200"
"Oct 21, 2014",120.27,120.5,119.91,120.02,120.02,"4,566,100"
"Oct 20, 2014",119.68,119.86,119.54,119.8,119.8,"3,033,700"
"Oct 17, 2014",119.06,119.23,118.42,118.99,118.99,"8,059,000"
"Oct 16, 2014",119.02,119.65,118.88,119.22,119.22,"6,545,400"
"Oct 15, 2014",119.23,120.18,118.59,118.99,118.99,"9,453,800"
"Oct 14, 2014",118.58,118.82,118.35,118.59,118.59,"5,174,800"
"Oct 13, 2014",118.14,118.67,117.93,118.52,118.52,"5,396,300"
"Oct 10, 2014",117.7,117.74,117.19,117.59,117.59,"4,651,400"
"Oct 9, 2014",117.86,118.26,117.49,117.64,117.64,"6,610,500"
"Oct 8, 2014",117.03,117.71,115.85,117.47,117.47,"10,670,900"
"Oct 7, 2014",116.31,116.63,116.09,116.36,116.36,"5,274,700"
"Oct 6, 2014",115.16,116.31,114.94,116.03,116.03,"7,644,100"
"Oct 3, 2014",115.17,115.51,114.42,114.61,114.61,"11,301,300"
"Oct 2, 2014",116.86,117.21,116.33,116.74,116.74,"6,349,900"
"Oct 1, 2014",116.61,117.26,116.59,116.77,116.77,"7,018,800"
"Sep 30, 2014",116.54,117.35,115.85,116.21,116.21,"10,170,100"
"Sep 29, 2014",117.27,117.4,116.9,117.03,117.03,"4,049,500"
"Sep 26, 2014",117.02,117.1,116.58,117.06,117.06,"4,185,200"
"Sep 25, 2014",116.3,117.76,116.2,117.39,117.39,"7,631,700"
"Sep 24, 2014",117.12,117.72,116.9,117.05,117.05,"5,515,000"
"Sep 23, 2014",117.99,117.99,117.31,117.6,117.6,"4,664,800"
"Sep 22, 2014",116.72,117.37,116.58,116.85,116.85,"7,601,600"
"Sep 19, 2014",117.51,117.57,116.72,117.09,117.09,"10,930,200"
"Sep 18, 2014",117.41,118.09,117.19,117.78,117.78,"5,368,700"
"Sep 17, 2014",118.95,119.24,117.5,117.54,117.54,"8,328,700"
"Sep 16, 2014",118.85,119.43,118.44,118.83,118.83,"6,544,500"
"Sep 15, 2014",118.79,118.86,118.46,118.64,118.64,"4,775,400"
"Sep 12, 2014",118.63,118.9,118.07,118.38,118.38,"8,126,500"
"Sep 11, 2014",119.61,119.7,118.77,119.47,119.47,"7,612,000"
"Sep 10, 2014",120.13,120.54,119.64,120.26,120.26,"7,021,500"
"Sep 9, 2014",120.57,120.94,120,120.87,120.87,"6,157,300"
"Sep 8, 2014",121.58,121.61,120.37,120.73,120.73,"7,506,500"
"Sep 5, 2014",121.83,122.06,121.63,122.06,122.06,"3,490,100"
"Sep 4, 2014",122.48,122.66,121.25,121.48,121.48,"7,310,600"
"Sep 3, 2014",121.7,122.2,121.66,122.15,122.15,"3,414,600"
"Sep 2, 2014",121.97,122.08,121.43,121.65,121.65,"10,128,600"
"Aug 29, 2014",123.75,124.22,123.62,123.86,123.86,"3,683,500"
"Aug 28, 2014",124.15,124.33,123.81,124,124,"3,296,700"
"Aug 27, 2014",123.6,123.71,123.25,123.32,123.32,"2,576,800"
"Aug 26, 2014",123.92,123.97,123.28,123.35,123.35,"3,882,300"
"Aug 25, 2014",122.92,123.04,122.72,122.74,122.74,"5,012,400"
"Aug 22, 2014",123.09,123.33,122.57,123.19,123.19,"4,739,200"
"Aug 21, 2014",122.72,123.24,122.45,122.88,122.88,"8,008,800"
"Aug 20, 2014",124.82,124.82,123.88,124.22,124.22,"4,395,600"
"Aug 19, 2014",125,125,124.48,124.68,124.68,"4,878,400"
"Aug 18, 2014",124.78,125.08,124.65,124.96,124.96,"4,952,500"
"Aug 15, 2014",124.52,126.07,124.41,125.48,125.48,"13,070,500"
"Aug 14, 2014",126.24,126.53,126.13,126.31,126.31,"3,348,500"
"Aug 13, 2014",126.35,126.53,125.9,126.2,126.2,"3,967,500"
"Aug 12, 2014",126.42,126.81,125.87,125.99,125.99,"4,609,700"
"Aug 11, 2014",125.84,126.04,125.64,125.96,125.96,"3,163,500"
"Aug 8, 2014",126.08,126.41,125.89,126.19,126.19,"5,728,200"
"Aug 7, 2014",125.47,126.51,125.37,126.18,126.18,"7,298,900"
"Aug 6, 2014",125.71,126,125.52,125.67,125.67,"9,327,800"
"Aug 5, 2014",123.74,124.52,123.4,123.87,123.87,"8,342,500"
"Aug 4, 2014",124.36,124.47,123.73,123.99,123.99,"6,499,400"
"Aug 1, 2014",124.54,124.81,124.23,124.38,124.38,"7,397,000"
"Jul 31, 2014",123.85,124.07,123.23,123.39,123.39,"9,896,500"
"Jul 30, 2014",124.89,124.93,124.41,124.83,124.83,"5,614,800"
"Jul 29, 2014",125.79,125.88,124.72,125.2,125.2,"5,267,700"
"Jul 28, 2014",125.44,125.67,125.3,125.58,125.58,"3,212,900"
"Jul 25, 2014",124.48,125.93,124.43,125.79,125.79,"5,638,800"
"Jul 24, 2014",124.85,124.87,123.9,124.35,124.35,"8,111,600"
"Jul 23, 2014",125.72,126.04,125.4,125.62,125.62,"3,041,400"
"Jul 22, 2014",126.33,126.43,125.47,125.74,125.74,"3,882,000"
"Jul 21, 2014",126.53,126.55,126.11,126.34,126.34,"3,296,300"
"Jul 18, 2014",125.79,126.21,125.67,126.13,126.13,"6,460,900"
"Jul 17, 2014",125.52,127.55,125.11,127.09,127.09,"11,423,900"
"Jul 16, 2014",125.02,125.47,124.78,124.97,124.97,"4,099,800"
"Jul 15, 2014",125.89,126.32,124.36,124.53,124.53,"10,541,700"
"Jul 14, 2014",125.5,126.1,125.45,125.72,125.72,"11,465,500"
"Jul 11, 2014",128.41,128.83,128.38,128.78,128.78,"4,322,100"
"Jul 10, 2014",129.11,129.21,128.49,128.54,128.54,"6,313,300"
"Jul 9, 2014",127.54,128.26,127.18,127.84,127.84,"8,362,700"
"Jul 8, 2014",127.29,127.53,126.43,127.07,127.07,"6,216,600"
"Jul 7, 2014",126.63,127.03,126.23,127.02,127.02,"4,630,200"
"Jul 3, 2014",126.79,127.29,126.61,127.16,127.16,"4,922,500"
"Jul 2, 2014",127.76,128.24,127.64,127.7,127.7,"5,738,900"
"Jul 1, 2014",127.99,128.12,127.49,127.7,127.7,"8,145,900"
"Jun 30, 2014",126.53,128.04,126.37,128.04,128.04,"18,123,400"
"Jun 27, 2014",126.88,127.17,126.65,126.66,126.66,"4,200,300"
"Jun 26, 2014",126.53,126.92,126.2,126.73,126.73,"5,529,800"
"Jun 25, 2014",126.78,127.55,126.66,126.99,126.99,"6,692,300"
"Jun 24, 2014",127.22,127.32,126.73,126.98,126.98,"6,350,200"
"Jun 23, 2014",126.65,126.94,126.37,126.85,126.85,"5,142,800"
"Jun 20, 2014",126.32,127.07,126.21,126.5,126.5,"9,954,700"
"Jun 19, 2014",124.33,127.23,124.32,126.94,126.94,"24,374,800"
"Jun 18, 2014",122.22,122.8,122.09,122.67,122.67,"4,601,700"
"Jun 17, 2014",121.85,122.5,121.82,122.28,122.28,"4,032,800"
"Jun 16, 2014",122.88,123.01,122.3,122.42,122.42,"5,832,800"
"Jun 13, 2014",122.57,123.04,122.51,122.96,122.96,"4,026,600"
"Jun 12, 2014",121.92,122.75,121.83,122.64,122.64,"7,388,500"
"Jun 11, 2014",121.51,121.61,121.18,121.41,121.41,"3,572,300"
"Jun 10, 2014",121.29,121.47,121.21,121.39,121.39,"3,556,600"
"Jun 9, 2014",120.79,120.85,120.57,120.65,120.65,"2,788,000"
"Jun 6, 2014",120.68,120.77,119.94,120.61,120.61,"4,807,700"
"Jun 5, 2014",120.55,120.88,120.43,120.66,120.66,"4,180,400"
"Jun 4, 2014",120.1,120.16,119.68,119.76,119.76,"3,859,500"
"Jun 3, 2014",119.73,120.09,119.42,120.01,120.01,"5,008,300"
"Jun 2, 2014",119.93,120.46,119.61,119.7,119.7,"5,916,100"
"May 30, 2014",120.76,120.81,119.62,120.43,120.43,"8,749,600"
"May 29, 2014",120.78,121.46,120.77,120.94,120.94,"5,551,900"
"May 28, 2014",121.47,121.7,120.92,121.2,121.2,"6,736,800"
"May 27, 2014",122.98,123.07,121.75,121.85,121.85,"10,895,800"
"May 23, 2014",124.6,124.66,124.19,124.51,124.51,"2,205,900"
"May 22, 2014",125.14,125.24,124.54,124.67,124.67,"3,458,800"
"May 21, 2014",124.25,124.55,123.53,124.39,124.39,"6,846,500"
"May 20, 2014",124.12,124.91,124.09,124.69,124.69,"3,770,800"
"May 19, 2014",125.28,125.47,124.48,124.58,124.58,"3,902,600"
"May 16, 2014",124.35,124.77,124.29,124.5,124.5,"4,052,100"
"May 15, 2014",124.77,125.51,124.54,124.77,124.77,"5,861,100"
"May 14, 2014",125.8,125.96,125.44,125.81,125.81,"4,015,900"
"May 13, 2014",124.79,125.1,124.5,124.6,124.6,"2,643,500"
"May 12, 2014",125.4,125.42,124.69,124.94,124.94,"4,025,500"
"May 9, 2014",124.39,124.47,123.82,124.1,124.1,"3,120,000"
"May 8, 2014",124.19,124.47,123.89,124.17,124.17,"3,695,500"
"May 7, 2014",125.52,125.57,123.92,124.17,124.17,"8,469,900"
"May 6, 2014",126.02,126.11,125.63,125.98,125.98,"3,488,000"
"May 5, 2014",126.47,126.63,126,126.22,126.22,"5,196,500"
"May 2, 2014",123.69,125.67,123.33,125.06,125.06,"9,912,900"
"May 1, 2014",123.17,123.83,123.06,123.8,123.8,"6,687,300"
"Apr 30, 2014",124.19,125.05,123.82,124.22,124.22,"10,352,900"
"Apr 29, 2014",124.95,125.38,124.65,124.86,124.86,"5,241,600"
"Apr 28, 2014",125.3,125.34,124.45,124.88,124.88,"4,897,900"
"Apr 25, 2014",125.17,125.71,125.07,125.43,125.43,"7,023,700"
"Apr 24, 2014",122.87,125.12,122.84,124.56,124.56,"8,754,200"
"Apr 23, 2014",123.7,123.94,123.38,123.76,123.76,"3,736,600"
"Apr 22, 2014",124.15,124.16,122.92,123.78,123.78,"6,898,100"
"Apr 21, 2014",124.07,124.33,123.76,124.24,124.24,"6,579,200"
"Apr 17, 2014",125.38,125.53,124.57,124.75,124.75,"5,901,900"
"Apr 16, 2014",125.37,125.57,125.03,125.54,125.54,"4,071,300"
"Apr 15, 2014",124.79,125.7,124.6,125.49,125.49,"9,967,600"
"Apr 14, 2014",127.8,128.25,127.62,127.85,127.85,"6,677,400"
"Apr 11, 2014",127.04,127.31,126.73,126.93,126.93,"4,697,200"
"Apr 10, 2014",126.95,127.37,126.82,127.01,127.01,"5,003,200"
"Apr 9, 2014",125.46,126.72,125.33,126.32,126.32,"5,305,600"
"Apr 8, 2014",126.34,126.34,125.9,126.09,126.09,"6,939,100"
"Apr 7, 2014",125.07,125.47,124.84,124.91,124.91,"3,967,200"
"Apr 4, 2014",125.2,125.96,124.86,125.57,125.57,"7,278,400"
"Apr 3, 2014",123.75,124.26,123.59,123.92,123.92,"3,658,800"
"Apr 2, 2014",124.41,124.75,124.19,124.32,124.32,"4,907,800"
"Apr 1, 2014",123.71,123.85,123.11,123.39,123.39,"5,992,000"
"Mar 31, 2014",124.52,124.79,123.57,123.61,123.61,"12,379,200"
"Mar 28, 2014",124.23,124.96,123.88,124.56,124.56,"7,253,700"
"Mar 27, 2014",125.06,125.29,124.21,124.59,124.59,"7,312,300"
"Mar 26, 2014",126.27,126.38,125.13,125.41,125.41,"8,575,400"
"Mar 25, 2014",126.44,126.82,126.24,126.41,126.41,"6,566,900"
"Mar 24, 2014",126.87,127.14,126.03,126.18,126.18,"13,076,500"
"Mar 21, 2014",129.04,129.09,128.41,128.47,128.47,"7,237,300"
"Mar 20, 2014",127.78,128.41,127.58,127.86,127.86,"7,690,800"
"Mar 19, 2014",129.55,129.68,127.94,128.09,128.09,"12,932,900"
"Mar 18, 2014",130.39,131.27,130.33,130.62,130.62,"6,424,400"
"Mar 17, 2014",132.73,133.22,131.22,131.64,131.64,"14,626,800"
"Mar 14, 2014",133.68,133.69,132.35,133.1,133.1,"11,939,600"
"Mar 13, 2014",131.69,132.54,131.56,132.21,132.21,"8,007,700"
"Mar 12, 2014",131.56,132.12,131.39,131.76,131.76,"11,094,200"
"Mar 11, 2014",130.01,130.15,128.93,129.86,129.86,"7,289,800"
"Mar 10, 2014",128.88,129.61,128.78,129.13,129.13,"4,169,900"
"Mar 7, 2014",128.25,129.23,128.21,129.09,129.09,"7,575,000"
"Mar 6, 2014",129.71,130.47,129.47,130.17,130.17,"5,408,900"
"Mar 5, 2014",128.71,129.34,128.58,128.89,128.89,"4,878,500"
"Mar 4, 2014",128.54,129.24,128.32,128.68,128.68,"6,341,700"
"Mar 3, 2014",130,130.59,129.81,130.29,130.29,"11,741,100"
"Feb 28, 2014",128.27,128.35,127.15,127.62,127.62,"10,584,100"
"Feb 27, 2014",128.4,128.8,127.89,128.2,128.2,"5,066,500"
"Feb 26, 2014",128.49,128.76,127.42,128.11,128.11,"7,052,900"
"Feb 25, 2014",128.62,129.53,128.57,129.21,129.21,"5,786,000"
"Feb 24, 2014",128.51,129.07,128.34,128.99,128.99,"12,114,200"
"Feb 21, 2014",127.57,128.07,127.15,127.58,127.58,"7,298,200"
"Feb 20, 2014",126.75,127.75,126.4,127.6,127.6,"10,572,900"
"Feb 19, 2014",127.26,127.45,126.16,126.27,126.27,"9,384,100"
"Feb 18, 2014",127.42,127.75,127.09,127.4,127.4,"7,685,800"
"Feb 14, 2014",126.99,127.38,126.75,127.15,127.15,"11,147,900"
"Feb 13, 2014",124.7,125.6,124.66,125.49,125.49,"9,167,900"
"Feb 12, 2014",124.4,124.98,124.13,124.43,124.43,"6,651,900"
"Feb 11, 2014",123.38,124.75,123.36,124.36,124.36,"11,546,000"
"Feb 10, 2014",122.8,123.16,122.72,122.92,122.92,"7,931,200"
"Feb 7, 2014",121.24,122.24,121.23,122.17,122.17,"6,674,700"
"Feb 6, 2014",121.38,121.51,120.78,121.24,121.24,"4,745,800"
"Feb 5, 2014",121.76,121.88,120.73,121.29,121.29,"6,800,000"
"Feb 4, 2014",120.41,121.09,120.39,120.99,120.99,"7,027,400"
"Feb 3, 2014",120.47,122.11,120.32,121.32,121.32,"9,267,300"
"Jan 31, 2014",120.65,120.86,119.46,120.09,120.09,"7,983,100"
"Jan 30, 2014",119.67,120.22,119.6,119.77,119.77,"8,746,500"
"Jan 29, 2014",122.19,122.51,121.13,122.47,122.47,"12,257,500"
"Jan 28, 2014",121.32,121.4,120.41,120.95,120.95,"5,149,500"
"Jan 27, 2014",121.65,122.06,120.72,120.96,120.96,"7,528,600"
"Jan 24, 2014",122.06,122.5,121.55,122.29,122.29,"8,515,700"
"Jan 23, 2014",120.97,122.02,120.97,121.79,121.79,"11,028,200"
"Jan 22, 2014",119.65,119.77,119.17,119.19,119.19,"4,891,800"
"Jan 21, 2014",119.23,119.97,119.23,119.7,119.7,"6,763,500"
"Jan 17, 2014",120.35,121.02,120.2,120.93,120.93,"7,923,400"
"Jan 16, 2014",119.84,119.96,119.57,119.79,119.79,"3,949,500"
"Jan 15, 2014",119.19,119.81,119.11,119.66,119.66,"5,474,300"
"Jan 14, 2014",120.54,121.06,119.72,119.89,119.89,"7,505,400"
"Jan 13, 2014",120.27,121.04,120.2,121.02,121.02,"5,872,700"
"Jan 10, 2014",119.72,120.43,119.58,120.26,120.26,"7,993,200"
"Jan 9, 2014",118.11,118.69,117.99,118.46,118.46,"3,972,800"
"Jan 8, 2014",117.99,118.52,117.5,118.12,118.12,"7,428,500"
"Jan 7, 2014",118.46,118.92,118.13,118.82,118.82,"6,433,700"
"Jan 6, 2014",119.76,120.39,117.11,119.5,119.5,"10,106,500"
"Jan 3, 2014",118.64,119.62,118.59,119.29,119.29,"5,874,400"
"Jan 2, 2014",117.93,118.73,117.75,118,118,"7,551,000"
"Dec 31, 2013",114.61,117.13,114.46,116.12,116.12,"12,835,900"
"Dec 30, 2013",116.37,116.4,115.18,115.39,115.39,"6,703,200"
"Dec 27, 2013",117.31,117.38,116.85,117.12,117.12,"4,206,200"
"Dec 26, 2013",117.23,117.23,116.65,116.74,116.74,"3,868,400"
"Dec 24, 2013",115.79,116.29,115.71,116.1,116.1,"3,353,900"
"Dec 23, 2013",115.61,116.12,115.43,115.57,115.57,"6,237,300"
"Dec 20, 2013",115.37,116.47,115.06,115.94,115.94,"14,693,700"
"Dec 19, 2013",115.97,116.06,114.5,114.82,114.82,"15,955,400"
"Dec 18, 2013",119,120.05,117.29,117.61,117.61,"16,265,000"
"Dec 17, 2013",118.96,119.9,118.37,118.65,118.65,"8,589,100"
"Dec 16, 2013",119.26,120.77,118.97,119.69,119.69,"8,189,500"
"Dec 13, 2013",118.89,119.49,118.76,119.38,119.38,"6,482,100"
"Dec 12, 2013",118.61,118.82,118.03,118.29,118.29,"8,810,800"
"Dec 11, 2013",121.49,121.81,120.76,120.86,120.86,"9,934,900"
"Dec 10, 2013",122.14,122.32,121.47,121.82,121.82,"9,155,600"
"Dec 9, 2013",118.99,119.92,118.95,119.72,119.72,"5,510,400"
"Dec 6, 2013",118.86,119.26,118.01,118.55,118.55,"7,909,500"
"Dec 5, 2013",118.2,119.24,117.41,118.3,118.3,"10,254,700"
"Dec 4, 2013",118.33,120.76,118.16,119.96,119.96,"9,110,700"
"Dec 3, 2013",117.58,118.31,117.23,117.96,117.96,"7,004,800"
"Dec 2, 2013",119.2,119.29,117.5,117.58,117.58,"10,297,100"
"Nov 29, 2013",120.67,121.05,120.62,120.7,120.7,"2,364,700"
"Nov 27, 2013",120.49,120.69,119.25,119.46,119.46,"6,144,600"
"Nov 26, 2013",119.84,120.4,119.59,119.82,119.82,"9,053,300"
"Nov 25, 2013",119.18,121,119.13,120.46,120.46,"7,266,300"
"Nov 22, 2013",120.24,120.4,119.82,119.92,119.92,"6,774,400"
"Nov 21, 2013",119.81,120.35,119.31,119.94,119.94,"7,557,500"
"Nov 20, 2013",121.67,122.44,119.76,120.12,120.12,"14,281,000"
"Nov 19, 2013",122.97,123.4,122.83,122.95,122.95,"3,666,500"
"Nov 18, 2013",123.7,123.96,122.55,122.9,122.9,"6,241,300"
"Nov 15, 2013",124.16,124.52,124.07,124.32,124.32,"4,660,700"
"Nov 14, 2013",123.92,124.91,123.88,124.27,124.27,"7,669,700"
"Nov 13, 2013",122.97,123.24,122.39,122.85,122.85,"5,967,000"
"Nov 12, 2013",123.51,123.87,121.73,122.45,122.45,"7,705,600"
"Nov 11, 2013",123.92,123.97,123.66,123.87,123.87,"3,277,700"
"Nov 8, 2013",124.46,124.46,123.62,124.28,124.28,"8,427,300"
"Nov 7, 2013",126.14,126.85,125.86,126.16,126.16,"7,700,100"
"Nov 6, 2013",127.11,127.36,126.92,127.2,127.2,"3,544,900"
"Nov 5, 2013",126.71,126.86,126,126.56,126.56,"4,941,200"
"Nov 4, 2013",127.18,127.52,126.74,126.81,126.81,"3,819,300"
"Nov 1, 2013",126.86,127.17,126.05,126.95,126.95,"9,566,200"
"Oct 31, 2013",128.04,128.49,127.3,127.74,127.74,"7,753,300"
"Oct 30, 2013",130.83,131.22,128.81,129.6,129.6,"8,896,000"
"Oct 29, 2013",130.16,130.59,129.57,129.77,129.77,"5,328,500"
"Oct 28, 2013",130.41,131.44,130.1,130.56,130.56,"6,807,800"
"Oct 25, 2013",129.53,130.92,129.46,130.46,130.46,"8,767,900"
"Oct 24, 2013",129.41,130.53,129.41,129.9,129.9,"10,221,400"
"Oct 23, 2013",128.55,129.09,128.35,128.69,128.69,"5,092,200"
"Oct 22, 2013",128.25,129.81,128.22,129.34,129.34,"8,849,000"
"Oct 21, 2013",127.13,127.34,126.79,126.98,126.98,"3,395,200"
"Oct 18, 2013",126.87,127.33,126.6,126.85,126.85,"5,350,500"
"Oct 17, 2013",127.01,127.86,126.81,127.42,127.42,"11,785,100"
"Oct 16, 2013",123.52,123.89,122.51,123.54,123.54,"8,523,400"
"Oct 15, 2013",122.28,124.36,122.22,123.73,123.73,"8,384,200"
"Oct 14, 2013",123.9,124.24,122.81,122.83,122.83,"6,118,200"
"Oct 11, 2013",122.37,122.81,121.85,122.6,122.6,"15,972,600"
"Oct 10, 2013",125.34,125.83,124.1,124.27,124.27,"10,523,600"
"Oct 9, 2013",126.21,126.89,124.97,126.11,126.11,"10,705,100"
"Oct 8, 2013",127.79,128.45,127.21,127.4,127.4,"6,999,700"
"Oct 7, 2013",127.25,128.33,127.12,127.64,127.64,"6,732,800"
"Oct 4, 2013",127.05,127.15,126,126.53,126.53,"6,923,700"
"Oct 3, 2013",126.77,127.69,126.22,127.18,127.18,"11,632,900"
"Oct 2, 2013",125.37,127.81,125.34,127.06,127.06,"11,994,200"
"Oct 1, 2013",125.25,125.26,123.81,124.59,124.59,"16,721,100"
"Sep 30, 2013",127.95,129.14,127.7,128.18,128.18,"8,979,000"
"Sep 27, 2013",128.86,129.58,128.84,128.97,128.97,"7,430,200"
"Sep 26, 2013",128.61,128.99,127.32,127.79,127.79,"9,491,300"
"Sep 25, 2013",127.57,129.21,127.52,128.79,128.79,"7,519,100"
